hotel_name,date,ADR,ADR_Competition,Occupancy_%,Occupancy_Competition_%,Rooms_Available,Rooms_Sold,Justification
Grand Millennium Business Bay,09/10/2024,502.63,547.13,60.5,60.2,300,182,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,10/10/2024,523.36,544.2,60.1,58.5,300,180,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,11/10/2024,549.18,557.26,67.2,69.0,300,202,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,12/10/2024,559.9,555.07,66.8,73.2,300,200,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Softer pickup due to competitive pressure or demand compression.
Grand Millennium Business Bay,13/10/2024,505.0,513.37,65.0,65.8,300,195,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,14/10/2024,510.97,539.55,68.6,66.6,300,206,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,15/10/2024,565.16,556.31,63.4,67.4,300,190,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,16/10/2024,529.39,489.17,67.5,66.5,300,202,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,17/10/2024,538.64,505.29,71.2,71.5,300,214,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,18/10/2024,580.53,557.97,69.4,67.3,300,208,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,19/10/2024,578.69,543.26,63.8,67.3,300,191,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,20/10/2024,562.2,549.76,69.8,70.4,300,209,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,21/10/2024,540.09,497.96,64.9,64.9,300,195,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,22/10/2024,507.91,527.51,72.0,66.9,300,216,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Grand Millennium Business Bay,23/10/2024,554.79,534.93,69.2,69.4,300,208,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,24/10/2024,522.73,530.47,69.5,67.1,300,208,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,25/10/2024,599.67,539.65,67.7,71.6,300,203,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,26/10/2024,584.76,570.13,72.9,74.0,300,219,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,27/10/2024,560.31,526.27,62.2,67.3,300,187,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Softer pickup due to competitive pressure or demand compression.
Grand Millennium Business Bay,28/10/2024,553.56,509.51,63.7,66.1,300,191,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,29/10/2024,498.7,505.77,61.2,61.1,300,184,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,30/10/2024,513.51,517.82,67.2,66.3,300,202,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,31/10/2024,540.47,560.42,72.2,69.6,300,217,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,01/11/2024,681.45,648.9,84.8,85.3,300,254,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,02/11/2024,743.36,694.54,86.0,88.7,300,258,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,03/11/2024,622.55,604.67,79.9,84.4,300,240,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,04/11/2024,641.22,612.84,74.6,77.3,300,224,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,05/11/2024,607.18,624.85,79.5,77.4,300,238,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,06/11/2024,583.84,608.1,81.0,78.5,300,243,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,07/11/2024,639.76,629.21,76.1,80.6,300,228,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,08/11/2024,714.4,674.49,86.8,85.5,300,260,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,09/11/2024,704.07,642.17,84.5,87.5,300,254,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,10/11/2024,654.56,632.65,81.0,84.4,300,243,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,11/11/2024,675.37,618.57,78.9,78.6,300,237,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,12/11/2024,678.6,665.36,79.4,82.7,300,238,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,13/11/2024,679.79,647.44,79.4,82.0,300,238,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,14/11/2024,640.78,601.58,71.9,73.9,300,216,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,15/11/2024,717.49,683.59,95.4,93.7,300,286,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
